Character,Line,Next_Character,Season,Episode,Line_Length,Sentiment
Ben Wyatt,"Leslie and I are dating. We haven't told anyone because there's a rule against office relationships. But it's happening. I'm sorry we didn't tell you before you touched my knee, and I trust you won't tell anyone now since it could get your daughter fired.",Marlene Griggs-Knope,3,15,45,Positive
Marlene Griggs-Knope,That is hilarious.,Leslie Knope,3,15,3,Neutral
Leslie Knope,"That's what we thought, too.",Marlene Griggs-Knope,3,15,5,Neutral
Marlene Griggs-Knope,Well Four buses.,Ben Wyatt,3,15,3,Neutral
Ben Wyatt,Two.,Marlene Griggs-Knope,3,15,1,Neutral
Marlene Griggs-Knope,Deal. I like this one.,Leslie Knope,3,15,5,Neutral
Leslie Knope,"Me, too. You keep your hands off him.",Andy Dwyer,3,15,8,Neutral
Andy Dwyer,Margaret's pecan squares. They are like crack. I brought you one.,Tom Haverford,3,15,11,Positive
Tom Haverford,How are you so happy working here?,Andy Dwyer,3,15,7,Neutral
Andy Dwyer,"I don't know, man. It's not that bad. A year ago, I lived in a pit. Now I got a job, and a kickass wife. And my band is so good, and are you gonna eat that pecan square? When life gives you lemons, make lemonade. I read that once on a can of lemonade. But I like to think that it applies to life.",Tom Haverford,3,15,65,Neutral
Tom Haverford,"I don't want lemonade. It's too sweet and it makes my tongue feel gritty. So maybe it's time for a change. Starting now, when life gives me lemons, I'm gonna slice them up into wedges and throw them into vodka tonics, which I will then sip in a burlesque nightclub that I co-own with actor Taye Diggs and two of the Pussycat Dolls.",Donna Meagle,3,15,63,Neutral
Donna Meagle,Here you go.,Jerry Gergich,3,15,3,Neutral
Jerry Gergich,Thank you.,Leslie Knope,3,15,2,Neutral
Leslie Knope,Kind of figured you'd be back in your office by now.,Ron Swanson,3,15,11,Positive
Ron Swanson,"Well, you know how new city managers are.",Leslie Knope,3,15,8,Neutral
Leslie Knope,Seems like everyone else is back to normal. How long do you have to do this?,Ron Swanson,3,15,16,Negative
Ron Swanson,A week.,Leslie Knope,3,15,2,Neutral
Leslie Knope,"Citizen request. Swivel, swivel, swivel. Hello. I can help you in here, sir.",Andy Dwyer,3,15,13,Positive
Andy Dwyer,"Oh, man, you're really screwing this up. I'm gone for one day and this entire shoe shine stand falls apart. Everything I built. Jump up here. I'll show you how it's done. See, your problem is you're thinking too much.",Extra,3,15,40,Positive
Extra,Wow. You're really good at this.,Andy Dwyer,3,15,6,Neutral
Andy Dwyer,"Yes. I am. When I come back here in a few weeks, I don't want all my regular customers to not be here waiting for me because somebody screwed it up. Huh? Thanks. No problem. See you later, kid.",Extra,3,15,39,Neutral
Extra,Wow.,Andy Dwyer,3,15,1,Neutral
Andy Dwyer,What a moron.,None,3,15,3,Neutral
Ben Wyatt,"Okay, everybody, latest poll is Newport, 40%, Leslie, 32%, with everyone else way back. Now this debate is our best chance to close that gap. Chris, Ann, and Tom, you guys will be talking to reporters, providing facts, general spin.",Ann Perkins,4,20,40,Positive
Ann Perkins,Spin team!,Chris Traeger,4,20,2,Neutral
Chris Traeger,Spin team! This is the best possible job for me. I can literally make anything sound positive.,Tom Haverford,4,20,17,Neutral
Tom Haverford,"Your house just burned down, and you lost all your money in the stock market.",Chris Traeger,4,20,15,Neutral
Chris Traeger,"It's a chance to start over. Fire is cleansing, and true wealth is measured by the amount of love in your life. If I had to have anybody tell me that I had cancer, I would want it to be me.",Ben Wyatt,4,20,41,Neutral
Ben Wyatt,"Ron, April, and Andy, you'll be throwing a party for our biggest donors.",Andy Dwyer,4,20,13,Neutral
Andy Dwyer,"Ooh, I can't believe our house is going to be full of rich people named Dottie and Todd and Rick.",Leslie Knope,4,20,20,Neutral
Leslie Knope,Is the menu all set?,Ron Swanson,4,20,5,Neutral
Ron Swanson,"Yes, I will be providing several slabs of my world famous Swanson ribs.",April Ludgate,4,20,13,Positive
April Ludgate,And I will be providing my world famous $100 lap dances.,Andy Dwyer,4,20,11,Negative
Andy Dwyer,Sweet!,Leslie Knope,4,20,1,Neutral
Leslie Knope,No.,Ben Wyatt,4,20,1,Neutral
Ben Wyatt,Okay. The election is in two weeks. The debate is in nine hours. Let's get to work.,Leslie Knope,4,20,17,Negative
Leslie Knope,"Wow. Can't believe we're doing this here. Seats, like, 800 people.",Ben Wyatt,4,20,11,Neutral
Ben Wyatt,"Well, that's what you get when your opponent's the most famous person in town.",Leslie Knope,4,20,14,Positive
Leslie Knope,This is a lot bigger than my high school debate auditorium.,Ben Wyatt,4,20,11,Positive
Ben Wyatt,4 feet. Exact same size as the podium you use in the Parks department. Opening statement.,Leslie Knope,4,20,16,Positive
Leslie Knope,"I am Leslie Knope. I love this town, and I've worked my whole life to make it great. I believe that I've earned your vote. Bobby Newport believes he can buy it.",Ben Wyatt,4,20,32,Neutral
Ben Wyatt,You got this.,Leslie Knope,4,20,3,Neutral
Leslie Knope,I got this.,Ben Wyatt,4,20,3,Neutral
Ben Wyatt,You could debate Newport in your sleep.,Leslie Knope,4,20,7,Positive
Leslie Knope,I have.,Ben Wyatt,4,20,2,Neutral
Ben Wyatt,I know. We sleep in the same bed. It's been hell.,Leslie Knope,4,20,11,Positive
Leslie Knope,I finally get a chance to stand in front of everyone and talk about the town that I love. What if the town loves Bobby more than me?,Ben Wyatt,4,20,28,Positive
Ben Wyatt,There's no way. You're going to destroy him. I'm going to wipe the floor with his face. You're going to rip out his spine with your teeth and then chew it up and gargle with it.,Leslie Knope,4,20,36,Positive
Leslie Knope,I love it when you're needlessly disgusting.,April Ludgate,4,20,7,Positive
April Ludgate,"I'm trying to clean up for the party, but I swear to God, my arms can't move that way.",Tom Haverford,4,20,19,Positive
Tom Haverford,Leave it messy. It doesn't matter. Nothing matters. Life is garbage.,April Ludgate,4,20,11,Positive
April Ludgate,What happened?,Tom Haverford,4,20,2,Neutral
Tom Haverford,Ann broke up with me. For reals this time. And all I did was call into this radio station and give her a sweet little shoutout. So we're up in the club. It's me! We're dancing. We're sweating. Let's just say we got to second that night. Kind of.,Extra,4,20,49,Negative
Extra,Me so horny.,Tom Haverford,4,20,3,Neutral
Tom Haverford,This chick's name is Ann Perkins. Look her up on the government website. She is crazy hot. Isn't that great? Come here. Aah! I complimented you. I guess she's just afraid of how powerful her feelings are.,April Ludgate,4,20,37,Negative
April Ludgate,"Dude, that's not why she broke up with you. You have to stop your stupid swagger and just tell her in a normal voice that you care about her.",Tom Haverford,4,20,29,Neutral
Tom Haverford,What do you know? You don't care about things.,April Ludgate,4,20,9,Positive
April Ludgate,"Yes, I do, I care about Andy And champion. And I want Leslie to win, and I like sleeping. So everybody has things they care about. If Ann is yours, you need to tell her.",Ben Wyatt,4,20,35,Neutral
Ben Wyatt,"Okay, Chris, hypothetical crisis. Leslie just tried to answer a question and audibly farted then threw up. Spin.",Chris Traeger,4,20,18,Positive
Chris Traeger,"Leslie Knope is literally overflowing with ideas for this town. And speaking of methane, have you heard about her plan to limit greenhouse gas emissions?",Ann Perkins,4,20,25,Negative
Ann Perkins,Wow.,Ben Wyatt,4,20,1,Neutral
Ben Wyatt,Nice.,Chris Traeger,4,20,1,Neutral
Chris Traeger,Spin team!,Ann Perkins,4,20,2,Neutral
Ann Perkins,Spin team!,Chris Traeger,4,20,2,Neutral
Chris Traeger,"Ann and I make such a great team. It's silly that we're not a team in real life. I just heard those words come out of my mouth, and I have made a decision. I've heard that you and Tom Haverford are no longer romantically involved. Is that true?",Ann Perkins,4,20,49,Negative
Ann Perkins,"Yes, we broke up. And I honestly can't believe we ever dated.",Chris Traeger,4,20,12,Positive
Chris Traeger,"Does defy logic. Okay, I still have feelings for you. Strong feelings. Emotional, primal feelings. And I would like to give our relationship another try.",Ann Perkins,4,20,25,Negative
Ann Perkins,"Chris, we dated for, like, three months a year ago. I honestly think that you've built this into something that it wasn't. And according to your rule, we can't date because you're my boss.",Chris Traeger,4,20,34,Negative
Chris Traeger,"Maybe not for long. If Newport wins, the city council may replace me. But it would open it up for us to be together. Would you like that? Don't answer. Just think about it. Come on. Let's spin.",Extra,4,20,38,Negative
Extra,So you do a lot of investing?,Andy Dwyer,4,20,7,Neutral
Andy Dwyer,We like to dabble.,April Ludgate,4,20,4,Neutral
April Ludgate,Mmhmm.,Andy Dwyer,4,20,1,Neutral
Andy Dwyer,I recently invested in some shirts I got at a garage sale. Left those at Wendy's on the way home. So The economy.,Ron Swanson,4,20,23,Negative
Ron Swanson,"Hello. You are here because you gave us money. Now we will give you ribs. Also you will watch the debate. If you like the debate, you'll give us more money. That is all. Ron Swanson.",Andy Dwyer,4,20,36,Neutral
Andy Dwyer,Uhoh. Somebody forgot to pay the cable bill. Am I right? It was me.,Leslie Knope,4,20,14,Negative
Leslie Knope,Do it. Fierce. Power. Pump it up. 2012 Nothing gets me more amped than Sarah McLachlan.,Ben Wyatt,4,20,16,Neutral
Ben Wyatt,Opening statement.,Leslie Knope,4,20,2,Positive
Leslie Knope,I am Leslie Knope. I love this town. I've worked my whole life to make it great. I believe I've earned your vote. Bobby Newport believes he can buy it. I have the best campaign manager in the world.,Ben Wyatt,4,20,39,Negative
Ben Wyatt,I wouldn't say that. Jen's a killer. You can beat Newport. I don't know if I can beat her.,Leslie Knope,4,20,19,Positive
Leslie Knope,"Here's what I know. I love you, and I like you.",Ben Wyatt,4,20,11,Neutral
Ben Wyatt,"I love you, and I like you.",Extra,4,20,7,Neutral
Extra,And the home of the brave,Ben Wyatt,4,20,6,Neutral
Ben Wyatt,Your boy looks a little lost out there.,Jennifer Barkley,4,20,8,Neutral
Jennifer Barkley,"Oh, he'll be fine. Expectations are crazy low. If he puts two sentences together without crying, the press is going to say he's doing surprisingly well, and if he falls to pieces, he's going to look sympathetic. It's a win win. So do you have any idea how long this is going to take?",Perd Hapley,4,20,54,Negative
Perd Hapley,"Good evening, everyone, and welcome to the event we are doing tonight, which is a city council candidate debate that we're going to start now. I'm Perd Hapley.",Joan Callamezzo,4,20,28,Positive
Joan Callamezzo,"And I am legendary newswoman Joan Callamezzo, newly single. It's time for opening statements.",Fester Trim,4,20,14,Positive
Fester Trim,I am Fester Trim. Many of you know me as the man who sells you your guns at the gunbelievable Gun Emporium.,Extra,4,20,22,Negative
Extra,Whoo!,Fester Trim,4,20,1,Neutral
Fester Trim,I want to tell you about my idea for assault rifle vending machines.,Brandi Maxxxx,4,20,13,Negative
Brandi Maxxxx,"You might be thinking, ""what does an adult film star know about politics? "" Well, I've produced and starred in over 400 adult films this year alone.",Extra,4,20,27,Negative
Extra,Whoo!,Brandi Maxxxx,4,20,1,Neutral
Brandi Maxxxx,"Thank you. And just like Leslie, I know what it's like to be the only woman in a room full of men.",Manrico Della Rossa,4,20,22,Positive
Manrico Della Rossa,"I am Manrico Della Rossa. I believe animals are as important as people. And if elected, I will fight for them as if they are my own children.",Leslie Knope,4,20,28,Negative
Leslie Knope,"I am Leslie Knope. I love this town, and I've worked my whole life to make it great. I believe that I've earned your vote. Bobby Newport believes he can buy it. And maybe that's because he's never earned anything his entire life.",Bobby Newport,4,20,43,Negative
Bobby Newport,That that hurt my feelings. Hurt my feelings. You're supposed to be this positive person. Can't we just talk about things we like?,Joan Callamezzo,4,20,23,Negative
Joan Callamezzo,"Well said. Uh, just a reminder to our candidates to keep it civil. Looking at you, Leslie.",Bobby Newport,4,20,17,Neutral
Bobby Newport,"Ah, that's okay, Joan. I'm okay. I'm just I'm nervous, man. I'm nervous. Gah. I guess I want to do a good job because, um, I like it when people think I do a good job. And I want your vote because I want Pawnee and my dad to see what I'm made of. So let's do this. The wrecking crew. Who let you guys in? Hey, Jason.",Ben Wyatt,4,20,68,Negative
Ben Wyatt,Ease back.,Joan Callamezzo,4,20,2,Neutral
Joan Callamezzo,"This question about public safety comes from Twitter because apparently, that's something that happens now. @munchmeat2015 asks, ""Pawnee used 2 b safe. ""Some1 stole my car. ""What will u do ""2 make Pawnee safe & can u help me find my car?",Fester Trim,4,20,42,Neutral
Fester Trim,""" I can assure you, if you had a gun mounted on the dashboard, which automatically shot people trying to break into it, you would still have your car.",Bobby Newport,4,20,29,Neutral
Bobby Newport,"You know, I guess I would like to tell Mr. Munchmeat that I think that stinks that happened to him. You know, one time a guy stole some downhill skis out of my jeep. And I was so mad, I punched a mailbox. I'm against crime, and I'm not ashamed to admit it.",April Ludgate,4,20,53,Negative
April Ludgate,I can't get through to the cable company. Can you do something?,Ron Swanson,4,20,12,Neutral
Ron Swanson,Like what?,April Ludgate,4,20,2,Neutral
April Ludgate,Anything. Andy's just acting out scenes from his favorite movies.,Andy Dwyer,4,20,10,Neutral
Andy Dwyer,"So Swayze runs, boom! Tackles the guy off the motorcycle. Dude's like, ""you're dead, bro! "" Comes at him. Swayze ducks, scissor kick. Sha! The guy has Swayze's head. And he says, ""I used to [Bleep] guys like you in prison. "" By the looks of this guy, this is not consensual sex we're talking about. We see bad guy had a gun the whole time. He's like, ""I'ma kill you the oldfashioned way. "" Swayze's like, ""not this time. "" That's subtext. He doesn't say that. Bypasses the gun, hooks the arm. Back to the secret move he used before to kill somebody, he feels so bad about it. But this time he has to do it because it's selfdefense. Kkkkah! Takes the esophagus out of the neck area. You can't eat. You'll starve to death. And that is Road House. What should I do next?",Joan Callamezzo,4,20,147,Negative
Joan Callamezzo,Leslie Knope. This question is about Pawnee's park system. Why is Ramsett Park so filthy and awful?,Leslie Knope,4,20,17,Positive
Leslie Knope,It's difficult to get into the complicated problems with Ramsett Park in such a short amount of time.,Perd Hapley,4,20,18,Negative
Perd Hapley,You have 20 seconds.,Leslie Knope,4,20,4,Neutral
Leslie Knope,"Oh, my God, okay. I will say that the parks in Pawnee",Perd Hapley,4,20,12,Positive
Perd Hapley,"I do have an update on your time allotment, and that update is that your time is almost gone.",Leslie Knope,4,20,19,Neutral
Leslie Knope,I have no more time left?,Perd Hapley,4,20,6,Neutral
Perd Hapley,"Well, you had some time when I started talking, but by the time I finished, your time was up. Thank you very much.",Jennifer Barkley,4,20,23,Negative
Jennifer Barkley,She's off her game.,Ben Wyatt,4,20,4,Neutral
Ben Wyatt,She's fine.,Joan Callamezzo,4,20,2,Neutral
